SearchID,Speaker,LeftContext,Codes,RightContext,City
734,snakg1,"ondons pas a la, de",1132, la reaction des gens du pays.,Senegal Dakar
735,snakg1,Nous avons le,1112, soutien du village0411 entier.,Senegal Dakar
736,snakg1,2 soutien du village,411, entier.,Senegal Dakar
737,snakg1,De,1132," plus0414, quelque1422s article1422s parus dans la",Senegal Dakar
738,snakg1,412 blanche0412 pour,412," circuler,",Senegal Dakar
739,snakg1,plutat que1112 de,1112, se1112 trouver au centre0422 dune0412 bataille0,Senegal Dakar
740,snakg1, jaloux de1112 notre,422, liberte,Senegal Dakar
741,snakg1,Sil,412, faut montrer patte0412 blanche0412 pour0412 circu,Senegal Dakar
742,snakg1,2 faut montrer patte,412," blanche0412 pour0412 circuler,",Senegal Dakar
743,snakg1,"ux, on est jaloux de",1112, notre0422 liberte,Senegal Dakar
744,snakg1,Un jeune,412, memb0452re de1122 lopposition aurait declare,Senegal Dakar
745,snakg1,Un jeune0412 memb,452,re de1122 lopposition aurait declare,Senegal Dakar
746,snakg1,ne0412 memb0452re de,1122, lopposition aurait declare,Senegal Dakar
747,snakg1, didentite risque,1422,nt de1112 provoquer une0411 explosion.,Senegal Dakar
748,snakg1,12ment de1112 police,414,",",Senegal Dakar
749,snakg1,comme,411," on en a vu a Jonquiare0414,",Senegal Dakar
750,snakg1, detache0312ment de,1112," police0414,",Senegal Dakar
751,snakg1,"14, un gros detache",312,"ment de1112 police0414,",Senegal Dakar
752,snakg1,Or,414,", un gros detache0312ment de1112 police0414,",Senegal Dakar
753,snakg1,et sassure0412 que,1122, tout est fait pour0412 le1122 proteger.,Senegal Dakar
754,snakg1,2 tout est fait pour,412, le1122 proteger.,Senegal Dakar
755,snakg1,et sassure,412, que1122 tout est fait pour0412 le1122 proteger.,Senegal Dakar
756,snakg1,end contact0451 avec,412, la prefecture0412 la plus proche0411,Senegal Dakar
757,snakg1,le,1132, gouverne1322ment prend contact0451 avec0412 la pr,Senegal Dakar
758,snakg1,le1132 gouverne,1322,ment prend contact0451 avec0412 la prefecture0412,Senegal Dakar
759,snakg1,22ment prend contact,451, avec0412 la prefecture0412 la plus proche0411,Senegal Dakar
760,snakg1,manifeste1422nt leur,412, colare0413.,Senegal Dakar
761,snakg1,2nt leur0412 colare,413,0,Senegal Dakar
762,snakg1,manifeste,1422,nt leur0412 colare0413.,Senegal Dakar
763,snakg1,112 les opposants de,1112, tous les bor0412ds,Senegal Dakar
764,snakg1, de1112 tous les bor,412,ds,Senegal Dakar
765,snakg1, barrage0412s chaque,412, fois que1112 les opposants de1112 tous les bor041,Senegal Dakar
766,snakg1, chaque0412 fois que,1112, les opposants de1112 tous les bor0412ds,Senegal Dakar
767,snakg1,mane0411 au village,412,,Senegal Dakar
768,snakg1,connaat des barrage,412,s chaque0412 fois que1112 les opposants de1112 tou,Senegal Dakar
769,snakg1,du Mont SaintPierre,412, qui mane0411 au village0412,Senegal Dakar
770,snakg1,e1112 multiplier lor,412,s des visite0412s officielles?,Senegal Dakar
771,snakg1,t tendance0411 a se,1112, multiplier lor0412s des visite0412s officielles?,Senegal Dakar
772,snakg1,qui ont tendance,411, a se1112 multiplier lor0412s des visite0412s off,Senegal Dakar
773,snakg1,"Comment, en plus",414,", eviter les manifestations",Senegal Dakar
774,snakg1,t0452re ne1122 cesse,412, de1122 baisser de1212puis les elections.,Senegal Dakar
775,snakg1, ne1122 cesse0412 de,1122, baisser de1212puis les elections.,Senegal Dakar
776,snakg1,12 de1122 baisser de,1212,puis les elections.,Senegal Dakar
777,snakg1,mier Minist0452re ne,1122, cesse0412 de1122 baisser de1212puis les election,Senegal Dakar
778,snakg1,12 du Premier Minist,452,re ne1122 cesse0412 de1122 baisser de1212puis les,Senegal Dakar
779,snakg1,"422 Blanc, est en re",1212,vanche0412 tras inquiet.,Senegal Dakar
780,snakg1, est en re1212vanche,412, tras inquiet.,Senegal Dakar
781,snakg1,La cote,412, du Premier Minist0452re ne1122 cesse0412 de1122 b,Senegal Dakar
782,snakg1,Le1132 maire0412 de,1122," Beaulieu, Marc1422 Blanc, est en re1212vanche0412",Senegal Dakar
783,snakg1,"e1122 Beaulieu, Marc",1422," Blanc, est en re1212vanche0412 tras inquiet.",Senegal Dakar
784,snakg1,Le,1132," maire0412 de1122 Beaulieu, Marc1422 Blanc, est en",Senegal Dakar
785,snakg1,connue et tranquille,412,,Senegal Dakar
786,snakg1, prefare0411 aatre,1421, inconnue et tranquille0412,Senegal Dakar
787,snakg1,ampagne0412 profonde,413,0,Senegal Dakar
788,snakg1,elle0412 la campagne,412, profonde0413.,Senegal Dakar
789,snakg1,ut decouvrir0412 ce,1122, quil appelle0412 la campagne0412 profonde0413.,Senegal Dakar
790,snakg1,e1122 quil appelle,412, la campagne0412 profonde0413.,Senegal Dakar
791,snakg1,veut decouvrir,412, ce1122 quil appelle0412 la campagne0412 profond,Senegal Dakar
792,snakg1,Beaulieu prefare,411, aatre1421 inconnue et tranquille0412,Senegal Dakar
793,snakg1,tape0412 necessaire,412, dans la tournee prevue.,Senegal Dakar
794,snakg1,car0412 le,1122," Premier Minist0454re, lasse des circuits habitue",Senegal Dakar
795,snakg1,e1122 Premier Minist,454,"re, lasse des circuits habituel0412s",Senegal Dakar
796,snakg1,es circuits habituel,412,s,Senegal Dakar
797,snakg1,i tournaient toujour,411,"s autour0412 des maame0412s ville0414s,",Senegal Dakar
798,snakg1, toujour0411s autour,412," des maame0412s ville0414s,",Senegal Dakar
799,snakg1,autour0412 des maame,412,"s ville0414s,",Senegal Dakar
800,snakg1,des maame0412s ville,414,"s,",Senegal Dakar
801,snakg1,"sar0412d, tout baate",312,"ment,",Senegal Dakar
802,snakg1, valu a Beaulieu ce,1112, grand honneur0413?,Senegal Dakar
803,snakg1,ce1112 grand honneur,413,?,Senegal Dakar
804,snakg1,Le,1131," hasar0412d, tout baate0312ment,",Senegal Dakar
805,snakg1,stce0412 qui a donc,412, valu a Beaulieu ce1112 grand honneur0413?,Senegal Dakar
806,snakg1,ine0412 de1122 pate,411,s italienne0413s.,Senegal Dakar
807,snakg1,pate0411s italienne,413,s.,Senegal Dakar
808,snakg1,Questce,412, qui a donc0412 valu a Beaulieu ce1112 grand honn,Senegal Dakar
809,snakg1, cent trente0412six,414,",",Senegal Dakar
810,snakg1,1122 Berlin en mille,412," neuf0412 cent trente0412six0414,",Senegal Dakar
811,snakg1,1 aux jeux olympique,412,s de1122 Berlin en mille0412 neuf0412 cent trente0,Senegal Dakar
812,snakg1,ux olympique0412s de,1122, Berlin en mille0412 neuf0412 cent trente0412six0,Senegal Dakar
813,snakg1,un champion local,412," de1122 course0421 a pied, Louis Garret,",Senegal Dakar
814,snakg1,hampion local0412 de,1122," course0421 a pied, Louis Garret,",Senegal Dakar
815,snakg1,al0412 de1122 course,421," a pied, Louis Garret,",Senegal Dakar
816,snakg1,quatriame,411, aux jeux olympique0412s de1122 Berlin en mille041,Senegal Dakar
817,snakg1,"414, ses che1212mise",411,"s en soie,",Senegal Dakar
818,snakg1,de1122 gloire0412 de,1122, Beaulieu,Senegal Dakar
819,snakg1,e0422s de1122 gloire,412, de1122 Beaulieu,Senegal Dakar
820,snamc1,"onnue, et tranquille",412,,Senegal Dakar
821,snamc1, prefare0411 aatre,421," inconnue, et tranquille0412",Senegal Dakar
822,snamc1,De,1132," plus0414, quelque1422s article0422s parus dans la",Senegal Dakar
823,snamc1,Nous avons le,1112, soutien du village0411 entier.,Senegal Dakar
824,snamc1,12 repondons pas de,1112, la reaction des gens du pays.,Senegal Dakar
825,snamc1,nous ne,1112, repondons pas de1112 la reaction des gens du pa,Senegal Dakar
826,snamc1,Sil,412," faut monter, montrer patte0412 blanche0412 pour04",Senegal Dakar
827,snamc1,ne0412 membre0452 de,1122, lopposition aurait declare,Senegal Dakar
828,snamc1,Un jeune0412 membre,452, de1122 lopposition aurait declare,Senegal Dakar
829,snamc1,comme,411," on en a vu a Jonquiare0414,",Senegal Dakar
830,snamc1,12ment de1112 police,414,",",Senegal Dakar
831,snamc1,est fait pour0412 le,1122, proteger.,Senegal Dakar
832,snamc1,2 tout est fait pour,412, le1122 proteger.,Senegal Dakar
833,snamc1,et sassure0412 que,1122, tout est fait pour0412 le1122 proteger.,Senegal Dakar
834,snamc1,e0412 la plus proche,411,,Senegal Dakar
835,snamc1,22ment prend contact,421, avec0412 la prefecture0412 la plus proche0411,Senegal Dakar
836,snamc1,le1132 gouverne,1322,ment prend contact0421 avec0412 la prefecture0412,Senegal Dakar
837,snamc1,412 du Premier Minis,454,"tre,",Senegal Dakar
838,snamc1,"22 cate, a chaque",412," voyage0412 du Premier Minis0454tre,",Senegal Dakar
839,snamc1,a chaque0412 voyage,412," du Premier Minis0454tre,",Senegal Dakar
840,snamc1,Dun autre,1422," cate, a chaque0412 voyage0412 du Premier Minis",Senegal Dakar
841,snamc1,2nt leur0412 colare,413,0,Senegal Dakar
842,snamc1,manifeste0422nt leur,412, colare0413.,Senegal Dakar
843,snamc1, de1112 tous les bor,412,ds,Senegal Dakar
844,snamc1,manifeste,422,nt leur0412 colare0413.,Senegal Dakar
845,snamc1,112 les opposants de,1112, tous les bor0412ds,Senegal Dakar
846,snamc1, chaque0412 fois que,1112, les opposants de1112 tous les bor0412ds,Senegal Dakar
847,snamc1,connaat des barrage,412,s chaque0412 fois que1112 les opposants de1112 tou,Senegal Dakar
848,snamc1,du Mont SaintPierre,412,,Senegal Dakar
849,snamc1,qui mane,411, au village0412,Senegal Dakar
850,snamc1,e1112 multiplier lor,412,s des visite0412s officielles?,Senegal Dakar
851,snamc1, lor0412s des visite,412,s officielles?,Senegal Dakar
852,snamc1,qui ont eu tendance,411, a se1112 multiplier lor0412s des visite0412s off,Senegal Dakar
853,snamc1,0452tre ne1122 cesse,412, de1122 baisser de1212puis les elections.,Senegal Dakar
854,snamc1,mier Minis0452tre ne,1122, cesse0412 de1122 baisser de1212puis les election,Senegal Dakar
855,snamc1,Le1132 maire0412 de,1122," Beaulieu, Marc1422 Blanc,",Senegal Dakar
856,snamc1,Le1132 maire,412," de1122 Beaulieu, Marc1422 Blanc,",Senegal Dakar
857,snamc1,ampagne0412 profonde,412,0,Senegal Dakar
858,snamc1,elle0412 la campagne,412, profonde0412.,Senegal Dakar
859,snamc1,ir0412 ce1122 quil,411, appelle0412 la campagne0412 profonde0412.,Senegal Dakar
860,snamc1,ut decouvrir0412 ce,1122, quil0411 appelle0412 la campagne0412 profonde04,Senegal Dakar
861,snamc1,autour0412 des maame,412,"s ville0414s,",Senegal Dakar
862,snamc1,es circuits habituel,412,s qui tournaient toujour0412s autour0412 des maame,Senegal Dakar
863,snamc1,i tournaient toujour,412,"s autour0412 des maame0412s ville0414s,",Senegal Dakar
864,snamc1,Beaulieu prefare,411," aatre0421 inconnue, et tranquille0412",Senegal Dakar
865,snamc1,tape0412 necessaire,412, dans la tournee prevue.,Senegal Dakar
866,snamc1,iment une0411 etape,412, necessaire0412 dans la tournee prevue.,Senegal Dakar
867,snamc1,ce1112 grand honneur,413,?,Senegal Dakar
868,snamc1,Le1131 hasar,414,"d, tout baate0312ment,",Senegal Dakar
869,snamc1,"sar0414d, tout baate",312,"ment,",Senegal Dakar
870,snamc1,car,412," le1122 Premier Minis0454tre, lasse des circuits",Senegal Dakar
871,snamc1,car0412 le,1122," Premier Minis0454tre, lasse des circuits habitue",Senegal Dakar
872,snamc1,le1122 Premier Minis,454,"tre, lasse des circuits habituel0412s qui tournai",Senegal Dakar
873,snamc1,411 au Premier Minis,452,tre,Senegal Dakar
874,snamc1,sespoir de1122 cause,414,", decide a ecrire0411 au Premier Minis0452tre",Senegal Dakar
875,snamc1, valu a Beaulieu ce,1112, grand honneur0413?,Senegal Dakar
876,snamc1,pate0411s italienne,413,s.,Senegal Dakar
877,snamc1,"st, en desespoir de",1122," cause0414, decide a ecrire0411 au Premier Min",Senegal Dakar
878,snamc1,Il,412," sest, en desespoir de1122 cause0414, decide",Senegal Dakar
879,snamc1,dans une0411 impasse,412, stupide0413.,Senegal Dakar
880,snamc1,"ecemment, son usine",412, de1122 pate0411s italienne0413s.,Senegal Dakar
881,snamc1, cent trente0412six,414,",",Senegal Dakar
882,snamc1,neuf0412 cent trente,412,"six0414,",Senegal Dakar
883,snamc1,rlin en dix0412neuf,412," cent trente0412six0414,",Senegal Dakar
884,snamc1,quatriame,411, aux jeux olympique0412s de1122 Berlin en dix0412,Senegal Dakar
885,snamc1,1 aux jeux olympique,412,s de1122 Berlin en dix0412neuf0412 cent trente041,Senegal Dakar
886,snamc1,ux olympique0412s de,1122, Berlin en dix0412neuf0412 cent trente0412six041,Senegal Dakar
887,snamc1,al0412 de1122 course,421," a pied, Louis Garret,",Senegal Dakar
888,snamc1,hampion local0412 de,1122," course0421 a pied, Louis Garret,",Senegal Dakar
889,snamc1,"414, ses che1212mise",411,"s en soie,",Senegal Dakar
890,snamc1,un champion local,412," de1122 course0421 a pied, Louis Garret,",Senegal Dakar
891,snamc1,nt son vin blanc sec,414,", ses che1212mise0411s en soie,",Senegal Dakar
892,snamc1,"Jusquici, les seul",412,s titre0422s de1122 gloire0412 de1122 Beaulieu,Senegal Dakar
893,snamc1, les seul0412s titre,422,s de1122 gloire0412 de1122 Beaulieu,Senegal Dakar
894,snamc1,l0412s titre0422s de,1122, gloire0412 de1122 Beaulieu,Senegal Dakar
895,snamc1,e0422s de1122 gloire,412, de1122 Beaulieu,Senegal Dakar
896,snamc1,de1122 gloire0412 de,1122, Beaulieu,Senegal Dakar
897,snamc1,de,1112, la region en fin dannee.,Senegal Dakar
898,snamc1, commune0412 au cour,412,s de1122 sa tournee,Senegal Dakar
899,snamc1,ecide de1112 faire,412, etape0412 dans cette0412 commune0412 au cour0412,Senegal Dakar
900,snamc1,112 faire0412 etape,412, dans cette0412 commune0412 au cour0412s de1122 sa,Senegal Dakar
901,snamc1,,412, commune0412 au cour0412s de1122 sa tournee,Senegal Dakar
902,snamc1,ns cette0412 commune,412, au cour0412s de1122 sa tournee,Senegal Dakar
903,snamc1,decide de,1112, faire0412 etape0412 dans cette0412 commune0412 a,Senegal Dakar
904,snaoc1,ndique1312raient que,1112, des activiste0452s des commune0412s voisine0412s,Senegal Dakar
905,snaoc1,ue1112 des activiste,452,s des commune0412s voisine0412s,Senegal Dakar
906,snaoc1,ste0452s des commune,412,s voisine0412s,Senegal Dakar
907,snaoc1,indique,1312,raient que1112 des activiste0452s des commune0412s,Senegal Dakar
908,snaoc1,t0422 Liberte et Le,1112, Nouvel0411 Observateur0411,Senegal Dakar
909,snaoc1,te et Le1112 Nouvel,411, Observateur0411,Senegal Dakar
910,snaoc1,us dans la Depaache,412," du Centre0424,",Senegal Dakar
911,snaoc1,paache0412 du Centre,424,",",Senegal Dakar
912,snaoc1,LExpress,412,", Ouest0422 Liberte et Le1112 Nouvel0411 Observat",Senegal Dakar
913,snaoc1,"Express0412, Ouest",422, Liberte et Le1112 Nouvel0411 Observateur0411,Senegal Dakar
914,snaoc1,quelque1422s article,1422,"s parus dans la Depaache0412 du Centre0424,",Senegal Dakar
915,snaoc1,De1132 plus,414,", quelque1422s article1422s parus dans la Depaach",Senegal Dakar
916,snaoc1,"32 plus0414, quelque",1422,s article1422s parus dans la Depaache0412 du Cent,Senegal Dakar
917,snaoc1," repondons, nous ne",1112, repondons pas de1112 la reaction des gens du pa,Senegal Dakar
918,snaoc1,12 repondons pas de,1112, la reaction des gens du pays.,Senegal Dakar
919,snaoc1,Nous avons le,1112, soutien du village0411 entier.,Senegal Dakar
920,snaoc1,2 soutien du village,411, entier.,Senegal Dakar
921,snaoc1,De,1132," plus0414, quelque1422s article1422s parus dans la",Senegal Dakar
922,snaoc1,"de1114, de1132 notre",1422, liberte.,Senegal Dakar
923,snaoc1,"st jaloux de1114, de",1132, notre1422 liberte.,Senegal Dakar
924,snaoc1,"in, on est jaloux de",1114,", de1132 notre1422 liberte.",Senegal Dakar
925,snaoc1,Dans le,1112," coin, on est jaloux de1114, de1132 notre1422 libe",Senegal Dakar
926,snaoc1,ne0412 membre0452 de,1122, lopposition aurait declare,Senegal Dakar
927,snaoc1,risque1422nt de,1112, provoquer une0411 explosion.,Senegal Dakar
928,snaoc1,de1112 provoquer une,411, explosion.,Senegal Dakar
929,snaoc1,Un jeune,412, membre0452 de1122 lopposition aurait declare,Senegal Dakar
930,snaoc1,Un jeune0412 membre,452, de1122 lopposition aurait declare,Senegal Dakar
931,snaoc1,risque,1422,nt de1112 provoquer une0411 explosion.,Senegal Dakar
932,snaoc1,12ment de1112 police,414,", comme0411 on en a vu a Jonquiare0414,",Senegal Dakar
933,snaoc1,"12 police0414, comme",411," on en a vu a Jonquiare0414,",Senegal Dakar
934,snaoc1, detache0312ment de,1112," police0414, comme0411 on en a vu a Jonquiare041",Senegal Dakar
935,snaoc1,"14, un gros detache",312,"ment de1112 police0414, comme0411 on en a vu a Jo",Senegal Dakar
936,snaoc1,Or,414,", un gros detache0312ment de1112 police0414, comm",Senegal Dakar
937,snaoc1, en fait pour0412 le,1122, proteger.,Senegal Dakar
938,snaoc1,e0412 la plus proche,411,,Senegal Dakar
939,snaoc1,et sassure,412," que1122 toute, tout est en fait pour0412 le1122 p",Senegal Dakar
940,snaoc1,et sassure0412 que,1122," toute, tout est en fait pour0412 le1122 proteger",Senegal Dakar
941,snaoc1,c0412 la prefecture,412, la plus proche0411,Senegal Dakar
942,snaoc1,end contact0421 avec,412, la prefecture0412 la plus proche0411,Senegal Dakar
943,snaoc1,le gouverne,1322,ment prend contact0421 avec0412 la prefecture0412,Senegal Dakar
944,snaoc1,22ment prend contact,421, avec0412 la prefecture0412 la plus proche0411,Senegal Dakar
945,snaoc1,a chaque0412 voyage,412," du Premier Minis0454tre,",Senegal Dakar
946,snaoc1,412 du Premier Minis,454,"tre,",Senegal Dakar
947,snaoc1,2nt leur0412 colare,412,0,Senegal Dakar
948,snaoc1,de1132 tous les bor,412,ds manifeste1422nt leur0412 colare0412.,Senegal Dakar
949,snaoc1, bor0412ds manifeste,1422,nt leur0412 colare0412.,Senegal Dakar
950,snaoc1,manifeste1422nt leur,412, colare0412.,Senegal Dakar
951,snaoc1, chaque0412 fois que,1112," les opposants,",Senegal Dakar
952,snaoc1,de,1132, tous les bor0412ds manifeste1422nt leur0412 cola,Senegal Dakar
953,snaoc1, barrage0412s chaque,412," fois que1112 les opposants,",Senegal Dakar
954,snaoc1,mane0411 au village,412,,Senegal Dakar
955,snaoc1,connaat des barrage,412,"s chaque0412 fois que1112 les opposants,",Senegal Dakar
956,snaoc1,"ienne0414, qui mane",411, au village0412,Senegal Dakar
957,snaoc1,ierre0412 qui mienne,414,", qui mane0411 au village0412",Senegal Dakar
958,snaoc1,du Mont SaintPierre,412," qui mienne0414, qui mane0411 au village0412",Senegal Dakar
959,snaoc1,La cate,411, escarpee du Mont SaintPierre0412 qui mienne0414,Senegal Dakar
960,snaoc1,u tendance0411 a se,1112, multiplier lor0412s des visite0412s officielle041,Senegal Dakar
961,snaoc1,qui ont eu tendance,411, a se1112 multiplier lor0412s des visite0412s off,Senegal Dakar
962,snaoc1,22 de1122 baisser de,1212,puis les elections.,Senegal Dakar
963,snaoc1,"Comment, en plus",414,", eviter les manifestations",Senegal Dakar
964,snaoc1,est en re1212vanche,412, tras inquiet.,Senegal Dakar
965,snaoc1,La cote,412, du Premier Minis0452tre ne1122 cesse0422 de1122 b,Senegal Dakar
966,snaoc1,412 du Premier Minis,452,tre ne1122 cesse0422 de1122 baisser de1212puis les,Senegal Dakar
967,snaoc1,mier Minis0452tre ne,1122, cesse0422 de1122 baisser de1212puis les election,Senegal Dakar
968,snaoc1,0452tre ne1122 cesse,422, de1122 baisser de1212puis les elections.,Senegal Dakar
969,snaoc1,"e1122 Beaulieu, Marc",1422," Blanc,",Senegal Dakar
970,snaoc1,est en re,1212,vanche0412 tras inquiet.,Senegal Dakar
971,snaoc1,Le1132 maire0412 de,1122," Beaulieu, Marc1422 Blanc,",Senegal Dakar
972,snaoc1,Le1132 maire,412," de1122 Beaulieu, Marc1422 Blanc,",Senegal Dakar
973,snaoc1,Le,1132," maire0412 de1122 Beaulieu, Marc1422 Blanc,",Senegal Dakar
974,snaoc1,ampagne0412 profonde,413,0,Senegal Dakar
975,snaoc1,2 quil0411 appelle,412, la campagne0412 profonde0413.,Senegal Dakar
976,snaoc1,des maame0412s ville,414,"s,",Senegal Dakar
977,snaoc1,veut decouvrir,412, ce1122 quil0411 appelle0412 la campagne0412 pro,Senegal Dakar
978,snaoc1, toujour0411s autour,412," des maame0412s ville0414s,",Senegal Dakar
979,snaoc1,le1122 Premier Minis,454,"tre, lasse des circuits habituel0412s",Senegal Dakar
980,snaoc1,es circuits habituel,412,s,Senegal Dakar
981,snaoc1,"urnaient au, toujour",411,"s autour0412 des maame0412s ville0414s,",Senegal Dakar
982,snaoc1,car,412," le1122 Premier Minis0454tre, lasse des circuits",Senegal Dakar
983,snaoc1,car0412 le,1122," Premier Minis0454tre, lasse des circuits habitue",Senegal Dakar
984,snaoc1,"sar0414d, tout baate",1312,"ment,",Senegal Dakar
985,snaoc1, valu a Beaulieu ce,1112, grand honneur0413?,Senegal Dakar
986,snaoc1,ce1112 grand honneur,413,?,Senegal Dakar
987,snaoc1,Le,1131," hasar0414d, tout baate1312ment,",Senegal Dakar
988,snaoc1,Questce,412, qui a donc0412 valu a Beaulieu ce1112 grand honn,Senegal Dakar
989,snaoc1,ine0412 de1122 pate,421,s italienne0413s.,Senegal Dakar
990,snaoc1,pate0421s italienne,413,s.,Senegal Dakar
991,snaoc1,"nt, (toux) son usine",412, de1122 pate0421s italienne0413s.,Senegal Dakar
992,snaoc1,ux) son usine0412 de,1122, pate0421s italienne0413s.,Senegal Dakar
993,snaoc1, cent trente0412six,414,",",Senegal Dakar
994,snaoc1,1122 Berlin en mille,412," neuf0412 cent trente0412six0414,",Senegal Dakar
995,snaoc1,ux olympique0412s de,1122, Berlin en mille0412 neuf0412 cent trente0412six0,Senegal Dakar
996,snaoc1,al0412 de1122 course,421," a pied, Louis Garret,",Senegal Dakar
997,snaoc1,quatriame,411, aux jeux olympique0412s de1122 Berlin en mille041,Senegal Dakar
998,snaoc1,1 aux jeux olympique,412,s de1122 Berlin en mille0412 neuf0412 cent trente0,Senegal Dakar
999,snaoc1,hampion local0412 de,1122," course0421 a pied, Louis Garret,",Senegal Dakar
1000,snaoc1,de1122 gloire0412 de,1122, Beaulieu,Senegal Dakar
1001,snaoc1,nt son vin blanc sec,414,", ses che1212mise0411s en soie,",Senegal Dakar
1002,snaoc1,"anc sec0414, ses che",1212,"mise0411s en soie,",Senegal Dakar
1003,snaoc1,au cour0412s de,1122, sa tournee de1112 la region en fin dannee.,Senegal Dakar
1004,snaoc1,e1122 sa tournee de,1112, la region en fin dannee.,Senegal Dakar
1005,snaoc1,,412, commune0411,Senegal Dakar
1006,snaoc1,ns cette0412 commune,411,,Senegal Dakar
1007,snaoc1,112 faire0411 etape,412, dans cette0412 commune0411,Senegal Dakar
1008,snaoc1,ecide de1112 faire,411, etape0412 dans cette0412 commune0411,Senegal Dakar
1009,snaoc1,Le,1132," Premier Mi/, Minis0451tre a en effet decide de1",Senegal Dakar
1010,snaoc1,"2 Premier Mi/, Minis",451,tre a en effet decide de1112 faire0411 etape041,Senegal Dakar
1011,snaoc1,pour,412, verifier si son village0411 etait vraiment une0,Senegal Dakar
1012,snarg1,"32 plus0414, quelque",422,s article0422s parus,Senegal Dakar
1013,snarg1,De1132 plus,414,", quelque0422s article0422s parus",Senegal Dakar
1014,snarg1,De,1132," plus0414, quelque0422s article0422s parus",Senegal Dakar
1015,snarg1,Nous avons le,1112, soutien du village0411 entier.,Senegal Dakar
1016,snarg1,nous ne,1112," p/, repondons",Senegal Dakar
1017,snarg1,Un jeune0412 membre,452, de1122 lopposition aurait declare,Senegal Dakar
1018,snarg1,ne0412 membre0452 de,1122, lopposition aurait declare,Senegal Dakar
1019,snarg1,risque,422,nt de1122 provoquer une0411 explosion.,Senegal Dakar
1020,snarg1,"u, le1132 Jonquiare",414,",",Senegal Dakar
1021,snarg1,"mme0414, en a vu, le",1132," Jonquiare0414,",Senegal Dakar
1022,snarg1,comme,414,", en a vu, le1132 Jonquiare0414,",Senegal Dakar
1023,snarg1, detache0312ment de,1112," police0414,",Senegal Dakar
1024,snarg1,12ment de1112 police,414,",",Senegal Dakar
1025,snarg1,"14, un gros detache",312,"ment de1112 police0414,",Senegal Dakar
1026,snarg1,Or,414,", un gros detache0312ment de1112 police0414,",Senegal Dakar
1027,snarg1,est fait pour0412 le,1122, proteger.,Senegal Dakar
1028,snarg1,et sassure0412 que,1122," tout est, tout est fait pour0412 le1122 proteger",Senegal Dakar
1029,snarg1,et sassure,412," que1122 tout est, tout est fait pour0412 le1122 p",Senegal Dakar
1030,snarg1,le gouverne,1322,ment prend contact0451 avec0412 la prefecture0412,Senegal Dakar
1031,snarg1,"14, du Premier Minis",454,"tre,",Senegal Dakar
1032,snarg1,"22 cate, a chaque",412," voyage0414, du Premier Minis0454tre,",Senegal Dakar
1033,snarg1,Dun autre,422," cate, a chaque0412 voyage0414, du Premier Mini",Senegal Dakar
1034,snarg1, de1112 tous les bor,412,ds,Senegal Dakar
1035,snarg1,112 les opposants de,1112, tous les bor0412ds,Senegal Dakar
1036,snarg1,chaque0412 fois que,1112, les opposants de1112 tous les bor0412ds,Senegal Dakar
1037,snarg1,site0411s officielle,413,s?,Senegal Dakar
1038,snarg1, ne1122 cesse0412 de,1122, baisser,Senegal Dakar
1039,snarg1,de,1212,puis les elections.,Senegal Dakar
1040,snarg1,La cote,412, du Premier Minis0452tre ne1122 cesse0412 de1122 b,Senegal Dakar
1041,snarg1,est en re1212vanche,412, tras inquiet.,Senegal Dakar
1042,snarg1,est en re,1212,vanche0412 tras inquiet.,Senegal Dakar
1043,snarg1,"e1122 Beaulieu, Marc",1422," Blanc,",Senegal Dakar
1044,snarg1,Le1132 maire0412 de,1122," Beaulieu, Marc1422 Blanc,",Senegal Dakar
1045,snarg1,Le1132 maire,412," de1122 Beaulieu, Marc1422 Blanc,",Senegal Dakar
1046,snarg1,ampagne0412 profonde,413,0,Senegal Dakar
1047,snarg1,ut decouvrir0412 ce,1122, quil0411 appelle0412 la campagne0412 profonde04,Senegal Dakar
1048,snarg1,ir0412 ce1122 quil,411, appelle0412 la campagne0412 profonde0413.,Senegal Dakar
1049,snarg1,2 quil0411 appelle,412, la campagne0412 profonde0413.,Senegal Dakar
1050,snarg1,elle0412 la campagne,412, profonde0413.,Senegal Dakar
1051,snarg1,des maame0412s ville,414,"s,",Senegal Dakar
1052,snarg1,veut decouvrir,412, ce1122 quil0411 appelle0412 la campagne0412 pro,Senegal Dakar
1053,snarg1,autour0412 des maame,412,"s ville0414s,",Senegal Dakar
1054,snarg1,i tournaient toujour,411,"s autour0412 des maame0412s ville0414s,",Senegal Dakar
1055,snarg1, toujour0411s autour,412," des maame0412s ville0414s,",Senegal Dakar
1056,snarg1,"car0412 de1124, le",1132," Premier Minis0454tre,",Senegal Dakar
1057,snarg1,le1132 Premier Minis,454,"tre,",Senegal Dakar
1058,snarg1,es circuits habituel,412,s,Senegal Dakar
1059,snarg1,"1 hasard, tout baate",312,"ment,",Senegal Dakar
1060,snarg1,Le,1131," hasard, tout baate0312ment,",Senegal Dakar
1061,snarg1,stce0412 qui a donc,412, valu a Beaulieu ce1112 grand honneur0413?,Senegal Dakar
1062,snarg1, cent trente0412six,412,",",Senegal Dakar
1063,snarg1,in en mille0412 neuf,412," cent trente0412six0412,",Senegal Dakar
1064,snarg1,1122 Berlin en mille,412," neuf0412 cent trente0412six0412,",Senegal Dakar
